sample_id,image_filename,simulation_time,normalized_error,steering_correction,steering_target,left_speed,right_speed,line_detected,contour_area
288,frame_000288.png,18.4320,0.031250,0.059857,0.039904,1.259857,1.140143,1,10446.50
289,frame_000289.png,18.4960,0.031250,0.058279,0.038853,1.258279,1.141721,1,10462.00
290,frame_000290.png,18.5600,0.031250,0.057391,0.038261,1.257391,1.142609,1,10443.00
291,frame_000291.png,18.6240,0.031250,0.056892,0.037928,1.256892,1.143108,1,10433.00
292,frame_000292.png,18.6880,0.031250,0.056611,0.037741,1.256611,1.143389,1,10412.50
293,frame_000293.png,18.7520,0.031250,0.056453,0.037635,1.256453,1.143547,1,10409.00
294,frame_000294.png,18.8160,0.031250,0.056364,0.037576,1.256364,1.143636,1,10390.00
295,frame_000295.png,18.8800,0.031250,0.056314,0.037543,1.256314,1.143686,1,10382.50
296,frame_000296.png,18.9440,0.031250,0.056286,0.037524,1.256286,1.143714,1,10371.50
297,frame_000297.png,19.0080,0.031250,0.056270,0.037514,1.256270,1.143730,1,10356.00
298,frame_000298.png,19.0720,0.031250,0.056261,0.037508,1.256261,1.143739,1,10351.00
299,frame_000299.png,19.1360,0.031250,0.056256,0.037504,1.256256,1.143744,1,10334.00
300,frame_000300.png,19.2000,0.031250,0.056254,0.037502,1.256254,1.143746,1,10321.00
301,frame_000301.png,19.2640,0.031250,0.056252,0.037501,1.256252,1.143748,1,10309.50
302,frame_000302.png,19.3280,0.031250,0.056251,0.037501,1.256251,1.143749,1,10309.50
303,frame_000303.png,19.3920,0.031250,0.056251,0.037500,1.256251,1.143749,1,10307.00
304,frame_000304.png,19.4560,0.031250,0.056250,0.037500,1.256250,1.143750,1,10297.00
305,frame_000305.png,19.5200,0.031250,0.056250,0.037500,1.256250,1.143750,1,10291.00
306,frame_000306.png,19.5840,0.031250,0.056250,0.037500,1.256250,1.143750,1,10282.00
307,frame_000307.png,19.6480,0.031250,0.056250,0.037500,1.256250,1.143750,1,10273.00
308,frame_000308.png,19.7120,0.031250,0.056250,0.037500,1.256250,1.143750,1,10265.00
309,frame_000309.png,19.7760,0.031250,0.056250,0.037500,1.256250,1.143750,1,10260.00
310,frame_000310.png,19.8400,0.031250,0.056250,0.037500,1.256250,1.143750,1,10248.50
311,frame_000311.png,19.9040,0.031250,0.056250,0.037500,1.256250,1.143750,1,10247.00
312,frame_000312.png,19.9680,0.031250,0.059302,0.039535,1.259302,1.140698,1,10241.00
313,frame_000313.png,20.0320,0.025000,0.037561,0.025041,1.237561,1.162439,1,10251.50
314,frame_000314.png,20.0960,0.025000,0.037764,0.025176,1.237764,1.162236,1,10263.00
315,frame_000315.png,20.1600,0.025000,0.040930,0.027286,1.240930,1.159070,1,10268.50
316,frame_000316.png,20.2240,0.025000,0.042710,0.028474,1.242710,1.157290,1,10279.00
317,frame_000317.png,20.2880,0.025000,0.043712,0.029141,1.243712,1.156288,1,10285.00
318,frame_000318.png,20.3520,0.025000,0.044276,0.029517,1.244276,1.155724,1,10285.00
319,frame_000319.png,20.4160,0.025000,0.044593,0.029728,1.244593,1.155407,1,10292.00
320,frame_000320.png,20.4800,0.025000,0.044771,0.029847,1.244771,1.155229,1,10287.00
321,frame_000321.png,20.5440,0.025000,0.044871,0.029914,1.244871,1.155129,1,10300.00
322,frame_000322.png,20.6080,0.025000,0.044927,0.029952,1.244927,1.155073,1,10307.50
323,frame_000323.png,20.6720,0.025000,0.044959,0.029973,1.244959,1.155041,1,10321.00
324,frame_000324.png,20.7360,0.025000,0.044977,0.029985,1.244977,1.155023,1,10339.50
325,frame_000325.png,20.8000,0.025000,0.044987,0.029991,1.244987,1.155013,1,10344.00
326,frame_000326.png,20.8640,0.025000,0.041941,0.027961,1.241941,1.158059,1,10352.50
327,frame_000327.png,20.9280,0.025000,0.043279,0.028853,1.243279,1.156721,1,10362.00
328,frame_000328.png,20.9920,0.025000,0.044032,0.029355,1.244032,1.155968,1,10368.50
329,frame_000329.png,21.0560,0.025000,0.041404,0.027603,1.241404,1.158596,1,10364.00
330,frame_000330.png,21.1200,0.025000,0.042977,0.028651,1.242977,1.157023,1,10379.50
331,frame_000331.png,21.1840,0.025000,0.040810,0.027207,1.240810,1.159190,1,10375.00
332,frame_000332.png,21.2480,0.031250,0.066100,0.044067,1.266100,1.133900,1,10373.00
333,frame_000333.png,21.3120,0.025000,0.041386,0.027590,1.241386,1.158614,1,10375.00
334,frame_000334.png,21.3760,0.025000,0.039915,0.026610,1.239915,1.160085,1,10367.50
335,frame_000335.png,21.4400,0.025000,0.039088,0.026059,1.239088,1.160912,1,10368.00
336,frame_000336.png,21.5040,0.025000,0.038623,0.025748,1.238623,1.161377,1,10362.00
337,frame_000337.png,21.5680,0.025000,0.038361,0.025574,1.238361,1.161639,1,10369.00
338,frame_000338.png,21.6320,0.025000,0.038214,0.025476,1.238214,1.161786,1,10371.00
339,frame_000339.png,21.6960,0.031250,0.061588,0.041059,1.261588,1.138412,1,10379.50
340,frame_000340.png,21.7600,0.031250,0.062304,0.041536,1.262304,1.137696,1,10381.00
341,frame_000341.png,21.8240,0.025000,0.036199,0.024132,1.236199,1.163801,1,10383.50
342,frame_000342.png,21.8880,0.031250,0.060454,0.040303,1.260454,1.139546,1,10386.00
343,frame_000343.png,21.9520,0.031250,0.061667,0.041111,1.261667,1.138333,1,10380.00
344,frame_000344.png,22.0160,0.031250,0.059297,0.039531,1.259297,1.140703,1,10380.50
345,frame_000345.png,22.0800,0.025000,0.034507,0.023005,1.234507,1.165493,1,10368.50
346,frame_000346.png,22.1440,0.031250,0.059503,0.039669,1.259503,1.140497,1,10375.00
347,frame_000347.png,22.2080,0.031250,0.058080,0.038720,1.258080,1.141920,1,10366.50
348,frame_000348.png,22.2720,0.031250,0.060331,0.040221,1.260331,1.139669,1,10362.00
349,frame_000349.png,22.3360,0.031250,0.058546,0.039030,1.258546,1.141454,1,10362.00
350,frame_000350.png,22.4000,0.031250,0.057541,0.038361,1.257541,1.142459,1,10364.00
351,frame_000351.png,22.4640,0.031250,0.056976,0.037984,1.256976,1.143024,1,10366.50
352,frame_000352.png,22.5280,0.031250,0.056659,0.037772,1.256659,1.143341,1,10373.50
353,frame_000353.png,22.5920,0.031250,0.056480,0.037653,1.256480,1.143520,1,10373.00
354,frame_000354.png,22.6560,0.031250,0.056379,0.037586,1.256379,1.143621,1,10375.50
355,frame_000355.png,22.7200,0.031250,0.056323,0.037548,1.256323,1.143677,1,10368.00
356,frame_000356.png,22.7840,0.031250,0.056291,0.037527,1.256291,1.143709,1,10374.00
357,frame_000357.png,22.8480,0.031250,0.056273,0.037515,1.256273,1.143727,1,10362.50
358,frame_000358.png,22.9120,0.031250,0.056263,0.037509,1.256263,1.143737,1,10356.50
359,frame_000359.png,22.9760,0.031250,0.056257,0.037505,1.256257,1.143743,1,10353.50
360,frame_000360.png,23.0400,0.031250,0.056254,0.037503,1.256254,1.143746,1,10353.00
361,frame_000361.png,23.1040,0.031250,0.056252,0.037502,1.256252,1.143748,1,10330.50
362,frame_000362.png,23.1680,0.031250,0.056251,0.037501,1.256251,1.143749,1,10326.00
363,frame_000363.png,23.2320,0.031250,0.056251,0.037500,1.256251,1.143749,1,10313.50
364,frame_000364.png,23.2960,0.031250,0.056250,0.037500,1.256250,1.143750,1,10317.50
365,frame_000365.png,23.3600,0.031250,0.056250,0.037500,1.256250,1.143750,1,10306.00
366,frame_000366.png,23.4240,0.031250,0.056250,0.037500,1.256250,1.143750,1,10312.50
367,frame_000367.png,23.4880,0.031250,0.056250,0.037500,1.256250,1.143750,1,10303.00
368,frame_000368.png,23.5520,0.037500,0.079707,0.053138,1.279707,1.120293,1,10290.00
369,frame_000369.png,23.6160,0.031250,0.053961,0.035974,1.253961,1.146039,1,10283.50
370,frame_000370.png,23.6800,0.031250,0.051911,0.034607,1.251911,1.148089,1,10268.50
371,frame_000371.png,23.7440,0.031250,0.050757,0.033838,1.250757,1.149243,1,10246.00
372,frame_000372.png,23.8080,0.031250,0.050109,0.033406,1.250109,1.149891,1,10222.50
373,frame_000373.png,23.8720,0.031250,0.052796,0.035197,1.252796,1.147204,1,10214.00
374,frame_000374.png,23.9360,0.031250,0.051255,0.034170,1.251255,1.148745,1,10211.00
375,frame_000375.png,24.0000,0.031250,0.053440,0.035627,1.253440,1.146560,1,10206.00
376,frame_000376.png,24.0640,0.031250,0.054670,0.036446,1.254670,1.145330,1,10204.00
377,frame_000377.png,24.1280,0.031250,0.055361,0.036907,1.255361,1.144639,1,10202.00
378,frame_000378.png,24.1920,0.031250,0.055750,0.037167,1.255750,1.144250,1,10203.50
379,frame_000379.png,24.2560,0.031250,0.055969,0.037312,1.255969,1.144031,1,10205.50
380,frame_000380.png,24.3200,0.031250,0.056092,0.037395,1.256092,1.143908,1,10205.00
381,frame_000381.png,24.3840,0.031250,0.056161,0.037441,1.256161,1.143839,1,10204.50
382,frame_000382.png,24.4480,0.031250,0.056200,0.037467,1.256200,1.143800,1,10207.00
383,frame_000383.png,24.5120,0.031250,0.056222,0.037481,1.256222,1.143778,1,10212.50
384,frame_000384.png,24.5760,0.031250,0.056234,0.037489,1.256234,1.143766,1,10213.00
385,frame_000385.png,24.6400,0.031250,0.056241,0.037494,1.256241,1.143759,1,10200.00
386,frame_000386.png,24.7040,0.031250,0.056245,0.037497,1.256245,1.143755,1,10211.00
387,frame_000387.png,24.7680,0.031250,0.056247,0.037498,1.256247,1.143753,1,10204.50
388,frame_000388.png,24.8320,0.031250,0.056248,0.037499,1.256248,1.143752,1,10206.00
389,frame_000389.png,24.8960,0.025000,0.032792,0.021861,1.232792,1.167208,1,10209.00
390,frame_000390.png,24.9600,0.025000,0.035081,0.023388,1.235081,1.164919,1,10215.50
391,frame_000391.png,25.0240,0.025000,0.039421,0.026280,1.239421,1.160579,1,10219.50
392,frame_000392.png,25.0880,0.025000,0.041862,0.027908,1.241862,1.158138,1,10229.00
393,frame_000393.png,25.1520,0.025000,0.043235,0.028823,1.243235,1.156765,1,10242.50
394,frame_000394.png,25.2160,0.025000,0.044007,0.029338,1.244007,1.155993,1,10249.50
395,frame_000395.png,25.2800,0.025000,0.044441,0.029628,1.244441,1.155559,1,10246.00
396,frame_000396.png,25.3440,0.025000,0.044686,0.029791,1.244686,1.155314,1,10238.00
397,frame_000397.png,25.4080,0.025000,0.044823,0.029882,1.244823,1.155177,1,10235.50
398,frame_000398.png,25.4720,0.025000,0.044901,0.029934,1.244901,1.155099,1,10227.50
399,frame_000399.png,25.5360,0.018750,0.021487,0.014325,1.221487,1.178513,1,10229.50
400,frame_000400.png,25.6000,0.018750,0.026852,0.017901,1.226852,1.173148,1,10229.50
401,frame_000401.png,25.6640,0.018750,0.029870,0.019913,1.229870,1.170130,1,10223.50
402,frame_000402.png,25.7280,0.018750,0.031567,0.021045,1.231567,1.168433,1,10225.50
403,frame_000403.png,25.7920,0.018750,0.032522,0.021682,1.232522,1.167478,1,10233.00
404,frame_000404.png,25.8560,0.018750,0.033059,0.022040,1.233059,1.166941,1,10236.00
405,frame_000405.png,25.9200,0.018750,0.033362,0.022241,1.233362,1.166638,1,10241.50
406,frame_000406.png,25.9840,0.012500,0.010074,0.006716,1.210074,1.189926,1,10237.00
407,frame_000407.png,26.0480,0.012500,0.015511,0.010340,1.215511,1.184489,1,10239.50
408,frame_000408.png,26.1120,0.012500,0.018568,0.012379,1.218568,1.181432,1,10238.00
409,frame_000409.png,26.1760,0.012500,0.020289,0.013526,1.220289,1.179711,1,10239.50
410,frame_000410.png,26.2400,0.012500,0.021256,0.014171,1.221256,1.178744,1,10226.50
411,frame_000411.png,26.3040,0.012500,0.021800,0.014534,1.221800,1.178200,1,10227.50
412,frame_000412.png,26.3680,0.012500,0.022106,0.014738,1.222106,1.177894,1,10230.50
413,frame_000413.png,26.4320,0.006250,-0.001178,-0.000786,1.198822,1.201178,1,10229.00
414,frame_000414.png,26.4960,0.006250,0.004259,0.002839,1.204259,1.195741,1,10225.50
415,frame_000415.png,26.5600,0.006250,0.007318,0.004878,1.207318,1.192682,1,10235.50
416,frame_000416.png,26.6240,0.006250,0.009038,0.006025,1.209038,1.190962,1,10234.50
417,frame_000417.png,26.6880,0.006250,0.010006,0.006671,1.210006,1.189994,1,10246.50
418,frame_000418.png,26.7520,0.006250,0.010550,0.007033,1.210550,1.189450,1,10239.50
419,frame_000419.png,26.8160,0.006250,0.010856,0.007238,1.210856,1.189144,1,10247.00
420,frame_000420.png,26.8800,0.006250,0.011029,0.007352,1.211029,1.188971,1,10247.50
421,frame_000421.png,26.9440,0.006250,0.014177,0.009451,1.214177,1.185823,1,10247.00
422,frame_000422.png,27.0080,0.000000,-0.007509,-0.005006,1.192491,1.207509,1,10245.00
423,frame_000423.png,27.0720,0.000000,-0.004224,-0.002816,1.195776,1.204224,1,10242.00
424,frame_000424.png,27.1360,0.000000,-0.002376,-0.001584,1.197624,1.202376,1,10240.00
425,frame_000425.png,27.2000,0.000000,-0.001336,-0.000891,1.198664,1.201336,1,10235.50
426,frame_000426.png,27.2640,0.000000,-0.000752,-0.000501,1.199248,1.200752,1,10238.00
427,frame_000427.png,27.3280,0.000000,-0.000423,-0.000282,1.199577,1.200423,1,10244.00
428,frame_000428.png,27.3920,0.000000,-0.000238,-0.000159,1.199762,1.200238,1,10243.50
429,frame_000429.png,27.4560,-0.006250,-0.023591,-0.015727,1.176409,1.223591,1,10250.00
430,frame_000430.png,27.5200,-0.006250,-0.018192,-0.012128,1.181808,1.218192,1,10248.50
431,frame_000431.png,27.5840,-0.006250,-0.015155,-0.010103,1.184845,1.215155,1,10252.00
432,frame_000432.png,27.6480,-0.006250,-0.013446,-0.008964,1.186554,1.213446,1,10246.50
433,frame_000433.png,27.7120,-0.006250,-0.012485,-0.008324,1.187515,1.212485,1,10241.50
434,frame_000434.png,27.7760,-0.006250,-0.011945,-0.007963,1.188055,1.211945,1,10235.00
435,frame_000435.png,27.8400,-0.006250,-0.011641,-0.007761,1.188359,1.211641,1,10227.50
436,frame_000436.png,27.9040,-0.006250,-0.011470,-0.007647,1.188530,1.211470,1,10221.50
437,frame_000437.png,27.9680,-0.006250,-0.011374,-0.007582,1.188626,1.211374,1,10213.00
438,frame_000438.png,28.0320,-0.006250,-0.011320,-0.007546,1.188680,1.211320,1,10206.50
439,frame_000439.png,28.0960,-0.006250,-0.008237,-0.005492,1.191763,1.208237,1,10199.00
440,frame_000440.png,28.1600,-0.012500,-0.029961,-0.019974,1.170039,1.229961,1,10193.50
441,frame_000441.png,28.2240,-0.012500,-0.029748,-0.019832,1.170252,1.229748,1,10188.00
442,frame_000442.png,28.2880,-0.012500,-0.026577,-0.017718,1.173423,1.226577,1,10183.00
443,frame_000443.png,28.3520,-0.012500,-0.024793,-0.016529,1.175207,1.224793,1,10171.50
444,frame_000444.png,28.4160,-0.012500,-0.023790,-0.015860,1.176210,1.223790,1,10172.50
445,frame_000445.png,28.4800,-0.012500,-0.023226,-0.015484,1.176774,1.223226,1,10171.00
446,frame_000446.png,28.5440,-0.012500,-0.022908,-0.015272,1.177092,1.222908,1,10171.00
447,frame_000447.png,28.6080,-0.012500,-0.022730,-0.015153,1.177270,1.222730,1,10169.00
448,frame_000448.png,28.6720,-0.012500,-0.025681,-0.017121,1.174319,1.225681,1,10166.00
449,frame_000449.png,28.7360,-0.012500,-0.024289,-0.016193,1.175711,1.224289,1,10161.00
450,frame_000450.png,28.8000,-0.012500,-0.023506,-0.015671,1.176494,1.223506,1,10160.00
451,frame_000451.png,28.8640,-0.006250,0.000391,0.000261,1.200391,1.199609,1,10160.00
452,frame_000452.png,28.9280,-0.012500,-0.025107,-0.016738,1.174893,1.225107,1,10160.00
453,frame_000453.png,28.9920,-0.012500,-0.023967,-0.015978,1.176033,1.223967,1,10159.00
454,frame_000454.png,29.0560,-0.012500,-0.026377,-0.017584,1.173623,1.226377,1,10160.00
455,frame_000455.png,29.1200,-0.006250,-0.001224,-0.000816,1.198776,1.201224,1,10160.00
456,frame_000456.png,29.1840,-0.012500,-0.026015,-0.017344,1.173985,1.226015,1,10162.50
457,frame_000457.png,29.2480,-0.006250,-0.001020,-0.000680,1.198980,1.201020,1,10165.00
458,frame_000458.png,29.3120,-0.012500,-0.025901,-0.017267,1.174099,1.225901,1,10163.00
459,frame_000459.png,29.3760,-0.012500,-0.027465,-0.018310,1.172535,1.227465,1,10162.00
460,frame_000460.png,29.4400,-0.006250,-0.001836,-0.001224,1.198164,1.201836,1,10161.00
461,frame_000461.png,29.5040,-0.006250,-0.002903,-0.001935,1.197097,1.202903,1,10153.00
462,frame_000462.png,29.5680,-0.006250,-0.003503,-0.002335,1.196497,1.203503,1,10153.00
463,frame_000463.png,29.6320,-0.006250,-0.003840,-0.002560,1.196160,1.203840,1,10154.00
464,frame_000464.png,29.6960,-0.006250,-0.004030,-0.002687,1.195970,1.204030,1,10153.00
465,frame_000465.png,29.7600,-0.006250,-0.004137,-0.002758,1.195863,1.204137,1,10155.00
466,frame_000466.png,29.8240,-0.006250,-0.004197,-0.002798,1.195803,1.204197,1,10149.00
467,frame_000467.png,29.8880,-0.006250,-0.007283,-0.004855,1.192717,1.207283,1,9973.00
468,frame_000468.png,29.9520,-0.006250,-0.009018,-0.006012,1.190982,1.209018,1,9774.50
