sample_id,image_filename,simulation_time,normalized_error,steering_correction,steering_target,left_speed,right_speed,line_detected,contour_area,source_run,source_image_path
258,frame_000258.png,16.512,0.025,0.048447,0.032298,1.248447,1.151553,1,10448.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000258.png
259,frame_000259.png,16.576,0.025,0.046939,0.031293,1.246939,1.153061,1,10443.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000259.png
260,frame_000260.png,16.64,0.025,0.049143,0.032762,1.249143,1.150857,1,10451.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000260.png
261,frame_000261.png,16.704,0.025,0.04733,0.031553,1.24733,1.15267,1,10458.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000261.png
262,frame_000262.png,16.768,0.025,0.046311,0.030874,1.246311,1.153689,1,10461.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000262.png
263,frame_000263.png,16.832,0.025,0.045737,0.030492,1.245737,1.154263,1,10468.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000263.png
264,frame_000264.png,16.896,0.025,0.045415,0.030276,1.245415,1.154585,1,10473.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000264.png
265,frame_000265.png,16.96,0.025,0.045233,0.030156,1.245233,1.154767,1,10479.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000265.png
266,frame_000266.png,17.024,0.025,0.045131,0.030087,1.245131,1.154869,1,10476.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000266.png
267,frame_000267.png,17.088,0.025,0.045074,0.030049,1.245074,1.154926,1,10479.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000267.png
268,frame_000268.png,17.152,0.025,0.045042,0.030028,1.245042,1.154958,1,10477.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000268.png
269,frame_000269.png,17.216,0.025,0.045023,0.030016,1.245023,1.154977,1,10464.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000269.png
270,frame_000270.png,17.28,0.025,0.045013,0.030009,1.245013,1.154987,1,10468.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000270.png
271,frame_000271.png,17.344,0.025,0.045007,0.030005,1.245007,1.154993,1,10466.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000271.png
272,frame_000272.png,17.408,0.025,0.045004,0.030003,1.245004,1.154996,1,10465.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000272.png
273,frame_000273.png,17.472,0.025,0.045002,0.030002,1.245002,1.154998,1,10464.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000273.png
274,frame_000274.png,17.536,0.025,0.045001,0.030001,1.245001,1.154999,1,10468.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000274.png
275,frame_000275.png,17.6,0.025,0.045001,0.03,1.245001,1.154999,1,10477.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000275.png
276,frame_000276.png,17.664,0.025,0.045,0.03,1.245,1.155,1,10477.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000276.png
277,frame_000277.png,17.728,0.025,0.045,0.03,1.245,1.155,1,10478.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000277.png
278,frame_000278.png,17.792,0.025,0.045,0.03,1.245,1.155,1,10481.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000278.png
279,frame_000279.png,17.856,0.025,0.045,0.03,1.245,1.155,1,10476.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000279.png
280,frame_000280.png,17.92,0.025,0.045,0.03,1.245,1.155,1,10478.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000280.png
281,frame_000281.png,17.984,0.025,0.041948,0.027966,1.241948,1.158052,1,10471.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000281.png
282,frame_000282.png,18.048,0.025,0.040232,0.026821,1.240232,1.159768,1,10465.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000282.png
283,frame_000283.png,18.112,0.025,0.039266,0.026177,1.239266,1.160734,1,10461.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000283.png
284,frame_000284.png,18.176,0.03125,0.06218,0.041453,1.26218,1.13782,1,10456.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000284.png
285,frame_000285.png,18.24,0.025,0.036129,0.024086,1.236129,1.163871,1,10455.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000285.png
286,frame_000286.png,18.304,0.03125,0.060415,0.040277,1.260415,1.139585,1,10451.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000286.png
287,frame_000287.png,18.368,0.025,0.035136,0.023424,1.235136,1.164864,1,10457.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000287.png
288,frame_000288.png,18.432,0.03125,0.059857,0.039904,1.259857,1.140143,1,10446.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000288.png
289,frame_000289.png,18.496,0.03125,0.058279,0.038853,1.258279,1.141721,1,10462.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000289.png
290,frame_000290.png,18.56,0.03125,0.057391,0.038261,1.257391,1.142609,1,10443.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000290.png
291,frame_000291.png,18.624,0.03125,0.056892,0.037928,1.256892,1.143108,1,10433.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000291.png
292,frame_000292.png,18.688,0.03125,0.056611,0.037741,1.256611,1.143389,1,10412.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000292.png
293,frame_000293.png,18.752,0.03125,0.056453,0.037635,1.256453,1.143547,1,10409.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000293.png
294,frame_000294.png,18.816,0.03125,0.056364,0.037576,1.256364,1.143636,1,10390.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000294.png
295,frame_000295.png,18.88,0.03125,0.056314,0.037543,1.256314,1.143686,1,10382.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000295.png
296,frame_000296.png,18.944,0.03125,0.056286,0.037524,1.256286,1.143714,1,10371.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000296.png
297,frame_000297.png,19.008,0.03125,0.05627,0.037514,1.25627,1.14373,1,10356.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000297.png
298,frame_000298.png,19.072,0.03125,0.056261,0.037508,1.256261,1.143739,1,10351.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000298.png
299,frame_000299.png,19.136,0.03125,0.056256,0.037504,1.256256,1.143744,1,10334.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000299.png
300,frame_000300.png,19.2,0.03125,0.056254,0.037502,1.256254,1.143746,1,10321.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000300.png
301,frame_000301.png,19.264,0.03125,0.056252,0.037501,1.256252,1.143748,1,10309.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000301.png
302,frame_000302.png,19.328,0.03125,0.056251,0.037501,1.256251,1.143749,1,10309.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000302.png
303,frame_000303.png,19.392,0.03125,0.056251,0.0375,1.256251,1.143749,1,10307.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000303.png
304,frame_000304.png,19.456,0.03125,0.05625,0.0375,1.25625,1.14375,1,10297.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000304.png
305,frame_000305.png,19.52,0.03125,0.05625,0.0375,1.25625,1.14375,1,10291.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000305.png
306,frame_000306.png,19.584,0.03125,0.05625,0.0375,1.25625,1.14375,1,10282.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000306.png
307,frame_000307.png,19.648,0.03125,0.05625,0.0375,1.25625,1.14375,1,10273.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000307.png
308,frame_000308.png,19.712,0.03125,0.05625,0.0375,1.25625,1.14375,1,10265.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000308.png
309,frame_000309.png,19.776,0.03125,0.05625,0.0375,1.25625,1.14375,1,10260.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000309.png
310,frame_000310.png,19.84,0.03125,0.05625,0.0375,1.25625,1.14375,1,10248.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000310.png
311,frame_000311.png,19.904,0.03125,0.05625,0.0375,1.25625,1.14375,1,10247.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000311.png
312,frame_000312.png,19.968,0.03125,0.059302,0.039535,1.259302,1.140698,1,10241.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000312.png
313,frame_000313.png,20.032,0.025,0.037561,0.025041,1.237561,1.162439,1,10251.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000313.png
314,frame_000314.png,20.096,0.025,0.037764,0.025176,1.237764,1.162236,1,10263.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000314.png
315,frame_000315.png,20.16,0.025,0.04093,0.027286,1.24093,1.15907,1,10268.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000315.png
316,frame_000316.png,20.224,0.025,0.04271,0.028474,1.24271,1.15729,1,10279.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000316.png
317,frame_000317.png,20.288,0.025,0.043712,0.029141,1.243712,1.156288,1,10285.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000317.png
318,frame_000318.png,20.352,0.025,0.044276,0.029517,1.244276,1.155724,1,10285.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000318.png
319,frame_000319.png,20.416,0.025,0.044593,0.029728,1.244593,1.155407,1,10292.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000319.png
320,frame_000320.png,20.48,0.025,0.044771,0.029847,1.244771,1.155229,1,10287.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000320.png
321,frame_000321.png,20.544,0.025,0.044871,0.029914,1.244871,1.155129,1,10300.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000321.png
322,frame_000322.png,20.608,0.025,0.044927,0.029952,1.244927,1.155073,1,10307.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000322.png
323,frame_000323.png,20.672,0.025,0.044959,0.029973,1.244959,1.155041,1,10321.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000323.png
324,frame_000324.png,20.736,0.025,0.044977,0.029985,1.244977,1.155023,1,10339.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000324.png
325,frame_000325.png,20.8,0.025,0.044987,0.029991,1.244987,1.155013,1,10344.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000325.png
326,frame_000326.png,20.864,0.025,0.041941,0.027961,1.241941,1.158059,1,10352.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000326.png
327,frame_000327.png,20.928,0.025,0.043279,0.028853,1.243279,1.156721,1,10362.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000327.png
328,frame_000328.png,20.992,0.025,0.044032,0.029355,1.244032,1.155968,1,10368.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000328.png
329,frame_000329.png,21.056,0.025,0.041404,0.027603,1.241404,1.158596,1,10364.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000329.png
330,frame_000330.png,21.12,0.025,0.042977,0.028651,1.242977,1.157023,1,10379.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000330.png
331,frame_000331.png,21.184,0.025,0.04081,0.027207,1.24081,1.15919,1,10375.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000331.png
332,frame_000332.png,21.248,0.03125,0.0661,0.044067,1.2661,1.1339,1,10373.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000332.png
333,frame_000333.png,21.312,0.025,0.041386,0.02759,1.241386,1.158614,1,10375.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000333.png
334,frame_000334.png,21.376,0.025,0.039915,0.02661,1.239915,1.160085,1,10367.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000334.png
335,frame_000335.png,21.44,0.025,0.039088,0.026059,1.239088,1.160912,1,10368.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000335.png
336,frame_000336.png,21.504,0.025,0.038623,0.025748,1.238623,1.161377,1,10362.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000336.png
337,frame_000337.png,21.568,0.025,0.038361,0.025574,1.238361,1.161639,1,10369.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000337.png
338,frame_000338.png,21.632,0.025,0.038214,0.025476,1.238214,1.161786,1,10371.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000338.png
339,frame_000339.png,21.696,0.03125,0.061588,0.041059,1.261588,1.138412,1,10379.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000339.png
340,frame_000340.png,21.76,0.03125,0.062304,0.041536,1.262304,1.137696,1,10381.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000340.png
341,frame_000341.png,21.824,0.025,0.036199,0.024132,1.236199,1.163801,1,10383.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000341.png
342,frame_000342.png,21.888,0.03125,0.060454,0.040303,1.260454,1.139546,1,10386.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000342.png
343,frame_000343.png,21.952,0.03125,0.061667,0.041111,1.261667,1.138333,1,10380.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000343.png
344,frame_000344.png,22.016,0.03125,0.059297,0.039531,1.259297,1.140703,1,10380.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000344.png
345,frame_000345.png,22.08,0.025,0.034507,0.023005,1.234507,1.165493,1,10368.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000345.png
346,frame_000346.png,22.144,0.03125,0.059503,0.039669,1.259503,1.140497,1,10375.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000346.png
347,frame_000347.png,22.208,0.03125,0.05808,0.03872,1.25808,1.14192,1,10366.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000347.png
348,frame_000348.png,22.272,0.03125,0.060331,0.040221,1.260331,1.139669,1,10362.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000348.png
349,frame_000349.png,22.336,0.03125,0.058546,0.03903,1.258546,1.141454,1,10362.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000349.png
350,frame_000350.png,22.4,0.03125,0.057541,0.038361,1.257541,1.142459,1,10364.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000350.png
351,frame_000351.png,22.464,0.03125,0.056976,0.037984,1.256976,1.143024,1,10366.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000351.png
352,frame_000352.png,22.528,0.03125,0.056659,0.037772,1.256659,1.143341,1,10373.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000352.png
353,frame_000353.png,22.592,0.03125,0.05648,0.037653,1.25648,1.14352,1,10373.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000353.png
354,frame_000354.png,22.656,0.03125,0.056379,0.037586,1.256379,1.143621,1,10375.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000354.png
355,frame_000355.png,22.72,0.03125,0.056323,0.037548,1.256323,1.143677,1,10368.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000355.png
356,frame_000356.png,22.784,0.03125,0.056291,0.037527,1.256291,1.143709,1,10374.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000356.png
357,frame_000357.png,22.848,0.03125,0.056273,0.037515,1.256273,1.143727,1,10362.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000357.png
358,frame_000358.png,22.912,0.03125,0.056263,0.037509,1.256263,1.143737,1,10356.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000358.png
359,frame_000359.png,22.976,0.03125,0.056257,0.037505,1.256257,1.143743,1,10353.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000359.png
360,frame_000360.png,23.04,0.03125,0.056254,0.037503,1.256254,1.143746,1,10353.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000360.png
361,frame_000361.png,23.104,0.03125,0.056252,0.037502,1.256252,1.143748,1,10330.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000361.png
362,frame_000362.png,23.168,0.03125,0.056251,0.037501,1.256251,1.143749,1,10326.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000362.png
363,frame_000363.png,23.232,0.03125,0.056251,0.0375,1.256251,1.143749,1,10313.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000363.png
364,frame_000364.png,23.296,0.03125,0.05625,0.0375,1.25625,1.14375,1,10317.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000364.png
365,frame_000365.png,23.36,0.03125,0.05625,0.0375,1.25625,1.14375,1,10306.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000365.png
366,frame_000366.png,23.424,0.03125,0.05625,0.0375,1.25625,1.14375,1,10312.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000366.png
367,frame_000367.png,23.488,0.03125,0.05625,0.0375,1.25625,1.14375,1,10303.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000367.png
368,frame_000368.png,23.552,0.0375,0.079707,0.053138,1.279707,1.120293,1,10290.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000368.png
369,frame_000369.png,23.616,0.03125,0.053961,0.035974,1.253961,1.146039,1,10283.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000369.png
370,frame_000370.png,23.68,0.03125,0.051911,0.034607,1.251911,1.148089,1,10268.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000370.png
371,frame_000371.png,23.744,0.03125,0.050757,0.033838,1.250757,1.149243,1,10246.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000371.png
372,frame_000372.png,23.808,0.03125,0.050109,0.033406,1.250109,1.149891,1,10222.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000372.png
373,frame_000373.png,23.872,0.03125,0.052796,0.035197,1.252796,1.147204,1,10214.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000373.png
374,frame_000374.png,23.936,0.03125,0.051255,0.03417,1.251255,1.148745,1,10211.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000374.png
375,frame_000375.png,24.0,0.03125,0.05344,0.035627,1.25344,1.14656,1,10206.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000375.png
376,frame_000376.png,24.064,0.03125,0.05467,0.036446,1.25467,1.14533,1,10204.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000376.png
377,frame_000377.png,24.128,0.03125,0.055361,0.036907,1.255361,1.144639,1,10202.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000377.png
378,frame_000378.png,24.192,0.03125,0.05575,0.037167,1.25575,1.14425,1,10203.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000378.png
379,frame_000379.png,24.256,0.03125,0.055969,0.037312,1.255969,1.144031,1,10205.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000379.png
380,frame_000380.png,24.32,0.03125,0.056092,0.037395,1.256092,1.143908,1,10205.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000380.png
381,frame_000381.png,24.384,0.03125,0.056161,0.037441,1.256161,1.143839,1,10204.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000381.png
382,frame_000382.png,24.448,0.03125,0.0562,0.037467,1.2562,1.1438,1,10207.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000382.png
383,frame_000383.png,24.512,0.03125,0.056222,0.037481,1.256222,1.143778,1,10212.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000383.png
384,frame_000384.png,24.576,0.03125,0.056234,0.037489,1.256234,1.143766,1,10213.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000384.png
385,frame_000385.png,24.64,0.03125,0.056241,0.037494,1.256241,1.143759,1,10200.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000385.png
386,frame_000386.png,24.704,0.03125,0.056245,0.037497,1.256245,1.143755,1,10211.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000386.png
387,frame_000387.png,24.768,0.03125,0.056247,0.037498,1.256247,1.143753,1,10204.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000387.png
388,frame_000388.png,24.832,0.03125,0.056248,0.037499,1.256248,1.143752,1,10206.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000388.png
389,frame_000389.png,24.896,0.025,0.032792,0.021861,1.232792,1.167208,1,10209.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000389.png
390,frame_000390.png,24.96,0.025,0.035081,0.023388,1.235081,1.164919,1,10215.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000390.png
391,frame_000391.png,25.024,0.025,0.039421,0.02628,1.239421,1.160579,1,10219.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000391.png
