prepared_sample_id,group_id,image_filename,steering_target,category,augmentation,source_run,source_sample_id,source_image_filename
224,medium_y_negative_003__000020,sample_000224_mirrored.png,0.172092,strong_positive,horizontal_reflection,medium_y_negative_003,20,frame_000020.png
225,run_20260720_210122__000151,sample_000225_original.png,0.007646,centre,original,run_20260720_210122,151,frame_000151.png
226,run_20260720_210122__000151,sample_000226_mirrored.png,-0.007646,centre,horizontal_reflection,run_20260720_210122,151,frame_000151.png
227,recovery_y_positive_005__000013,sample_000227_original.png,0.319312,strong_positive,original,recovery_y_positive_005,13,frame_000013.png
228,recovery_y_positive_005__000013,sample_000228_mirrored.png,-0.319312,strong_negative,horizontal_reflection,recovery_y_positive_005,13,frame_000013.png
229,run_20260720_210122__000424,sample_000229_original.png,-0.001584,centre,original,run_20260720_210122,424,frame_000424.png
230,run_20260720_210122__000424,sample_000230_mirrored.png,0.001584,centre,horizontal_reflection,run_20260720_210122,424,frame_000424.png
231,recovery_y_positive_005__000091,sample_000231_original.png,-0.090542,medium_negative,original,recovery_y_positive_005,91,frame_000091.png
232,recovery_y_positive_005__000091,sample_000232_mirrored.png,0.090542,medium_positive,horizontal_reflection,recovery_y_positive_005,91,frame_000091.png
233,medium_y_negative_003__000015,sample_000233_original.png,-0.228965,strong_negative,original,medium_y_negative_003,15,frame_000015.png
234,medium_y_negative_003__000015,sample_000234_mirrored.png,0.228965,strong_positive,horizontal_reflection,medium_y_negative_003,15,frame_000015.png
235,recovery_y_positive_005__000012,sample_000235_original.png,0.354152,strong_positive,original,recovery_y_positive_005,12,frame_000012.png
236,recovery_y_positive_005__000012,sample_000236_mirrored.png,-0.354152,strong_negative,horizontal_reflection,recovery_y_positive_005,12,frame_000012.png
237,recovery_y_negative_005__000093,sample_000237_original.png,0.038071,centre,original,recovery_y_negative_005,93,frame_000093.png
238,recovery_y_negative_005__000093,sample_000238_mirrored.png,-0.038071,centre,horizontal_reflection,recovery_y_negative_005,93,frame_000093.png
239,recovery_y_negative_005__000023,sample_000239_original.png,-0.23766,strong_negative,original,recovery_y_negative_005,23,frame_000023.png
240,recovery_y_negative_005__000023,sample_000240_mirrored.png,0.23766,strong_positive,horizontal_reflection,recovery_y_negative_005,23,frame_000023.png
241,recovery_y_negative_005__000088,sample_000241_original.png,0.039906,centre,original,recovery_y_negative_005,88,frame_000088.png
242,recovery_y_negative_005__000088,sample_000242_mirrored.png,-0.039906,centre,horizontal_reflection,recovery_y_negative_005,88,frame_000088.png
243,recovery_y_negative_005__000037,sample_000243_original.png,-0.094756,medium_negative,original,recovery_y_negative_005,37,frame_000037.png
244,recovery_y_negative_005__000037,sample_000244_mirrored.png,0.094756,medium_positive,horizontal_reflection,recovery_y_negative_005,37,frame_000037.png
245,medium_y_negative_003__000010,sample_000245_original.png,-0.325223,strong_negative,original,medium_y_negative_003,10,frame_000010.png
246,medium_y_negative_003__000010,sample_000246_mirrored.png,0.325223,strong_positive,horizontal_reflection,medium_y_negative_003,10,frame_000010.png
247,recovery_y_positive_005__000025,sample_000247_original.png,0.137042,medium_positive,original,recovery_y_positive_005,25,frame_000025.png
248,recovery_y_positive_005__000025,sample_000248_mirrored.png,-0.137042,medium_negative,horizontal_reflection,recovery_y_positive_005,25,frame_000025.png
249,recovery_y_positive_005__000030,sample_000249_original.png,0.078965,medium_positive,original,recovery_y_positive_005,30,frame_000030.png
250,recovery_y_positive_005__000030,sample_000250_mirrored.png,-0.078965,medium_negative,horizontal_reflection,recovery_y_positive_005,30,frame_000030.png
251,medium_y_negative_003__000012,sample_000251_original.png,-0.265838,strong_negative,original,medium_y_negative_003,12,frame_000012.png
252,medium_y_negative_003__000012,sample_000252_mirrored.png,0.265838,strong_positive,horizontal_reflection,medium_y_negative_003,12,frame_000012.png
253,run_20260720_210122__000036,sample_000253_original.png,-0.021028,centre,original,run_20260720_210122,36,frame_000036.png
254,run_20260720_210122__000036,sample_000254_mirrored.png,0.021028,centre,horizontal_reflection,run_20260720_210122,36,frame_000036.png
255,run_20260720_210122__000090,sample_000255_original.png,-0.023082,centre,original,run_20260720_210122,90,frame_000090.png
256,run_20260720_210122__000090,sample_000256_mirrored.png,0.023082,centre,horizontal_reflection,run_20260720_210122,90,frame_000090.png
257,run_20260720_210122__000067,sample_000257_original.png,-0.030014,centre,original,run_20260720_210122,67,frame_000067.png
258,run_20260720_210122__000067,sample_000258_mirrored.png,0.030014,centre,horizontal_reflection,run_20260720_210122,67,frame_000067.png
259,medium_y_positive_003__000014,sample_000259_original.png,0.151626,strong_positive,original,medium_y_positive_003,14,frame_000014.png
260,medium_y_positive_003__000014,sample_000260_mirrored.png,-0.151626,strong_negative,horizontal_reflection,medium_y_positive_003,14,frame_000014.png
261,medium_y_negative_003__000022,sample_000261_original.png,-0.153641,strong_negative,original,medium_y_negative_003,22,frame_000022.png
262,medium_y_negative_003__000022,sample_000262_mirrored.png,0.153641,strong_positive,horizontal_reflection,medium_y_negative_003,22,frame_000022.png
263,medium_y_negative_003__000023,sample_000263_original.png,-0.152093,strong_negative,original,medium_y_negative_003,23,frame_000023.png
264,medium_y_negative_003__000023,sample_000264_mirrored.png,0.152093,strong_positive,horizontal_reflection,medium_y_negative_003,23,frame_000023.png
265,recovery_y_positive_005__000071,sample_000265_original.png,-0.082255,medium_negative,original,recovery_y_positive_005,71,frame_000071.png
266,recovery_y_positive_005__000071,sample_000266_mirrored.png,0.082255,medium_positive,horizontal_reflection,recovery_y_positive_005,71,frame_000071.png
267,recovery_y_negative_005__000030,sample_000267_original.png,-0.15062,strong_negative,original,recovery_y_negative_005,30,frame_000030.png
268,recovery_y_negative_005__000030,sample_000268_mirrored.png,0.15062,strong_positive,horizontal_reflection,recovery_y_negative_005,30,frame_000030.png
269,run_20260720_210122__000211,sample_000269_original.png,0.036613,centre,original,run_20260720_210122,211,frame_000211.png
270,run_20260720_210122__000211,sample_000270_mirrored.png,-0.036613,centre,horizontal_reflection,run_20260720_210122,211,frame_000211.png
271,run_20260720_210122__000368,sample_000271_original.png,0.053138,medium_positive,original,run_20260720_210122,368,frame_000368.png
272,run_20260720_210122__000368,sample_000272_mirrored.png,-0.053138,medium_negative,horizontal_reflection,run_20260720_210122,368,frame_000368.png
273,run_20260720_210122__000088,sample_000273_original.png,-0.037738,centre,original,run_20260720_210122,88,frame_000088.png
274,run_20260720_210122__000088,sample_000274_mirrored.png,0.037738,centre,horizontal_reflection,run_20260720_210122,88,frame_000088.png
275,run_20260720_210122__000037,sample_000275_original.png,-0.021672,centre,original,run_20260720_210122,37,frame_000037.png
276,run_20260720_210122__000037,sample_000276_mirrored.png,0.021672,centre,horizontal_reflection,run_20260720_210122,37,frame_000037.png
277,recovery_y_positive_005__000004,sample_000277_original.png,1.0,strong_positive,original,recovery_y_positive_005,4,frame_000004.png
278,recovery_y_positive_005__000004,sample_000278_mirrored.png,-1.0,strong_negative,horizontal_reflection,recovery_y_positive_005,4,frame_000004.png
279,run_20260720_210122__000362,sample_000279_original.png,0.037501,centre,original,run_20260720_210122,362,frame_000362.png
280,run_20260720_210122__000362,sample_000280_mirrored.png,-0.037501,centre,horizontal_reflection,run_20260720_210122,362,frame_000362.png
281,recovery_y_negative_005__000022,sample_000281_original.png,-0.246082,strong_negative,original,recovery_y_negative_005,22,frame_000022.png
282,recovery_y_negative_005__000022,sample_000282_mirrored.png,0.246082,strong_positive,horizontal_reflection,recovery_y_negative_005,22,frame_000022.png
283,recovery_y_positive_005__000093,sample_000283_original.png,-0.090305,medium_negative,original,recovery_y_positive_005,93,frame_000093.png
284,recovery_y_positive_005__000093,sample_000284_mirrored.png,0.090305,medium_positive,horizontal_reflection,recovery_y_positive_005,93,frame_000093.png
285,medium_y_negative_003__000030,sample_000285_original.png,-0.106116,medium_negative,original,medium_y_negative_003,30,frame_000030.png
286,medium_y_negative_003__000030,sample_000286_mirrored.png,0.106116,medium_positive,horizontal_reflection,medium_y_negative_003,30,frame_000030.png
287,run_20260720_210122__000284,sample_000287_original.png,0.041453,centre,original,run_20260720_210122,284,frame_000284.png
288,run_20260720_210122__000284,sample_000288_mirrored.png,-0.041453,centre,horizontal_reflection,run_20260720_210122,284,frame_000284.png
289,run_20260720_210122__000268,sample_000289_original.png,0.030028,centre,original,run_20260720_210122,268,frame_000268.png
290,run_20260720_210122__000268,sample_000290_mirrored.png,-0.030028,centre,horizontal_reflection,run_20260720_210122,268,frame_000268.png
291,run_20260720_210122__000319,sample_000291_original.png,0.029728,centre,original,run_20260720_210122,319,frame_000319.png
292,run_20260720_210122__000319,sample_000292_mirrored.png,-0.029728,centre,horizontal_reflection,run_20260720_210122,319,frame_000319.png
293,medium_y_positive_003__000023,sample_000293_original.png,0.076174,medium_positive,original,medium_y_positive_003,23,frame_000023.png
294,medium_y_positive_003__000023,sample_000294_mirrored.png,-0.076174,medium_negative,horizontal_reflection,medium_y_positive_003,23,frame_000023.png
295,run_20260720_210122__000083,sample_000295_original.png,-0.038115,centre,original,run_20260720_210122,83,frame_000083.png
296,run_20260720_210122__000083,sample_000296_mirrored.png,0.038115,centre,horizontal_reflection,run_20260720_210122,83,frame_000083.png
297,run_20260720_210122__000183,sample_000297_original.png,0.01637,centre,original,run_20260720_210122,183,frame_000183.png
298,run_20260720_210122__000183,sample_000298_mirrored.png,-0.01637,centre,horizontal_reflection,run_20260720_210122,183,frame_000183.png
299,medium_y_positive_003__000022,sample_000299_original.png,0.079916,medium_positive,original,medium_y_positive_003,22,frame_000022.png
300,medium_y_positive_003__000022,sample_000300_mirrored.png,-0.079916,medium_negative,horizontal_reflection,medium_y_positive_003,22,frame_000022.png
301,run_20260720_210122__000138,sample_000301_original.png,0.00147,centre,original,run_20260720_210122,138,frame_000138.png
302,run_20260720_210122__000138,sample_000302_mirrored.png,-0.00147,centre,horizontal_reflection,run_20260720_210122,138,frame_000138.png
303,recovery_y_negative_005__000011,sample_000303_original.png,-0.486126,strong_negative,original,recovery_y_negative_005,11,frame_000011.png
304,recovery_y_negative_005__000011,sample_000304_mirrored.png,0.486126,strong_positive,horizontal_reflection,recovery_y_negative_005,11,frame_000011.png
305,recovery_y_positive_005__000081,sample_000305_original.png,-0.099633,medium_negative,original,recovery_y_positive_005,81,frame_000081.png
306,recovery_y_positive_005__000081,sample_000306_mirrored.png,0.099633,medium_positive,horizontal_reflection,recovery_y_positive_005,81,frame_000081.png
307,recovery_y_negative_005__000055,sample_000307_original.png,-0.010446,centre,original,recovery_y_negative_005,55,frame_000055.png
308,recovery_y_negative_005__000055,sample_000308_mirrored.png,0.010446,centre,horizontal_reflection,recovery_y_negative_005,55,frame_000055.png
309,recovery_y_negative_005__000015,sample_000309_original.png,-0.35763,strong_negative,original,recovery_y_negative_005,15,frame_000015.png
310,recovery_y_negative_005__000015,sample_000310_mirrored.png,0.35763,strong_positive,horizontal_reflection,recovery_y_negative_005,15,frame_000015.png
311,medium_y_positive_003__000018,sample_000311_original.png,0.10423,medium_positive,original,medium_y_positive_003,18,frame_000018.png
312,medium_y_positive_003__000018,sample_000312_mirrored.png,-0.10423,medium_negative,horizontal_reflection,medium_y_positive_003,18,frame_000018.png
313,run_20260720_210122__000242,sample_000313_original.png,0.029986,centre,original,run_20260720_210122,242,frame_000242.png
314,run_20260720_210122__000242,sample_000314_mirrored.png,-0.029986,centre,horizontal_reflection,run_20260720_210122,242,frame_000242.png
315,recovery_y_negative_005__000016,sample_000315_original.png,-0.341309,strong_negative,original,recovery_y_negative_005,16,frame_000016.png
316,recovery_y_negative_005__000016,sample_000316_mirrored.png,0.341309,strong_positive,horizontal_reflection,recovery_y_negative_005,16,frame_000016.png
317,run_20260720_210122__000291,sample_000317_original.png,0.037928,centre,original,run_20260720_210122,291,frame_000291.png
318,run_20260720_210122__000291,sample_000318_mirrored.png,-0.037928,centre,horizontal_reflection,run_20260720_210122,291,frame_000291.png
319,recovery_y_positive_005__000080,sample_000319_original.png,-0.084493,medium_negative,original,recovery_y_positive_005,80,frame_000080.png
320,recovery_y_positive_005__000080,sample_000320_mirrored.png,0.084493,medium_positive,horizontal_reflection,recovery_y_positive_005,80,frame_000080.png
321,recovery_y_positive_005__000017,sample_000321_original.png,0.241638,strong_positive,original,recovery_y_positive_005,17,frame_000017.png
322,recovery_y_positive_005__000017,sample_000322_mirrored.png,-0.241638,strong_negative,horizontal_reflection,recovery_y_positive_005,17,frame_000017.png
323,recovery_y_positive_005__000031,sample_000323_original.png,0.079211,medium_positive,original,recovery_y_positive_005,31,frame_000031.png
324,recovery_y_positive_005__000031,sample_000324_mirrored.png,-0.079211,medium_negative,horizontal_reflection,recovery_y_positive_005,31,frame_000031.png
325,medium_y_positive_003__000019,sample_000325_original.png,0.103784,medium_positive,original,medium_y_positive_003,19,frame_000019.png
326,medium_y_positive_003__000019,sample_000326_mirrored.png,-0.103784,medium_negative,horizontal_reflection,medium_y_positive_003,19,frame_000019.png
327,recovery_y_negative_005__000041,sample_000327_original.png,-0.075141,medium_negative,original,recovery_y_negative_005,41,frame_000041.png
328,recovery_y_negative_005__000041,sample_000328_mirrored.png,0.075141,medium_positive,horizontal_reflection,recovery_y_negative_005,41,frame_000041.png
329,recovery_y_positive_005__000079,sample_000329_original.png,-0.085157,medium_negative,original,recovery_y_positive_005,79,frame_000079.png
330,recovery_y_positive_005__000079,sample_000330_mirrored.png,0.085157,medium_positive,horizontal_reflection,recovery_y_positive_005,79,frame_000079.png
331,run_20260720_210122__000095,sample_000331_original.png,-0.02576,centre,original,run_20260720_210122,95,frame_000095.png
332,run_20260720_210122__000095,sample_000332_mirrored.png,0.02576,centre,horizontal_reflection,run_20260720_210122,95,frame_000095.png
333,run_20260720_210122__000340,sample_000333_original.png,0.041536,centre,original,run_20260720_210122,340,frame_000340.png
334,run_20260720_210122__000340,sample_000334_mirrored.png,-0.041536,centre,horizontal_reflection,run_20260720_210122,340,frame_000340.png
335,recovery_y_negative_005__000064,sample_000335_original.png,0.01241,centre,original,recovery_y_negative_005,64,frame_000064.png
336,recovery_y_negative_005__000064,sample_000336_mirrored.png,-0.01241,centre,horizontal_reflection,recovery_y_negative_005,64,frame_000064.png
337,run_20260720_210122__000328,sample_000337_original.png,0.029355,centre,original,run_20260720_210122,328,frame_000328.png
338,run_20260720_210122__000328,sample_000338_mirrored.png,-0.029355,centre,horizontal_reflection,run_20260720_210122,328,frame_000328.png
339,recovery_y_negative_005__000044,sample_000339_original.png,-0.056946,medium_negative,original,recovery_y_negative_005,44,frame_000044.png
340,recovery_y_negative_005__000044,sample_000340_mirrored.png,0.056946,medium_positive,horizontal_reflection,recovery_y_negative_005,44,frame_000044.png
341,medium_y_positive_003__000021,sample_000341_original.png,0.082405,medium_positive,original,medium_y_positive_003,21,frame_000021.png
342,medium_y_positive_003__000021,sample_000342_mirrored.png,-0.082405,medium_negative,horizontal_reflection,medium_y_positive_003,21,frame_000021.png
343,run_20260720_210122__000303,sample_000343_original.png,0.0375,centre,original,run_20260720_210122,303,frame_000303.png
344,run_20260720_210122__000303,sample_000344_mirrored.png,-0.0375,centre,horizontal_reflection,run_20260720_210122,303,frame_000303.png
345,recovery_y_negative_005__000005,sample_000345_original.png,-1.0,strong_negative,original,recovery_y_negative_005,5,frame_000005.png
346,recovery_y_negative_005__000005,sample_000346_mirrored.png,1.0,strong_positive,horizontal_reflection,recovery_y_negative_005,5,frame_000005.png
347,run_20260720_210122__000217,sample_000347_original.png,0.031221,centre,original,run_20260720_210122,217,frame_000217.png
348,run_20260720_210122__000217,sample_000348_mirrored.png,-0.031221,centre,horizontal_reflection,run_20260720_210122,217,frame_000217.png
349,medium_y_negative_003__000029,sample_000349_original.png,-0.112339,medium_negative,original,medium_y_negative_003,29,frame_000029.png
350,medium_y_negative_003__000029,sample_000350_mirrored.png,0.112339,medium_positive,horizontal_reflection,medium_y_negative_003,29,frame_000029.png
351,run_20260720_210122__000022,sample_000351_original.png,-0.021775,centre,original,run_20260720_210122,22,frame_000022.png
352,run_20260720_210122__000022,sample_000352_mirrored.png,0.021775,centre,horizontal_reflection,run_20260720_210122,22,frame_000022.png
353,run_20260720_210122__000016,sample_000353_original.png,-0.034767,centre,original,run_20260720_210122,16,frame_000016.png
354,run_20260720_210122__000016,sample_000354_mirrored.png,0.034767,centre,horizontal_reflection,run_20260720_210122,16,frame_000016.png
355,run_20260720_210122__000245,sample_000355_original.png,0.029998,centre,original,run_20260720_210122,245,frame_000245.png
356,run_20260720_210122__000245,sample_000356_mirrored.png,-0.029998,centre,horizontal_reflection,run_20260720_210122,245,frame_000245.png
357,medium_y_negative_003__000027,sample_000357_original.png,-0.123365,medium_negative,original,medium_y_negative_003,27,frame_000027.png
358,medium_y_negative_003__000027,sample_000358_mirrored.png,0.123365,medium_positive,horizontal_reflection,medium_y_negative_003,27,frame_000027.png
359,run_20260720_210122__000082,sample_000359_original.png,-0.038594,centre,original,run_20260720_210122,82,frame_000082.png
360,run_20260720_210122__000082,sample_000360_mirrored.png,0.038594,centre,horizontal_reflection,run_20260720_210122,82,frame_000082.png
361,run_20260720_210122__000427,sample_000361_original.png,-0.000282,centre,original,run_20260720_210122,427,frame_000427.png
362,run_20260720_210122__000427,sample_000362_mirrored.png,0.000282,centre,horizontal_reflection,run_20260720_210122,427,frame_000427.png
363,recovery_y_negative_005__000065,sample_000363_original.png,0.024945,centre,original,recovery_y_negative_005,65,frame_000065.png
364,recovery_y_negative_005__000065,sample_000364_mirrored.png,-0.024945,centre,horizontal_reflection,recovery_y_negative_005,65,frame_000065.png
365,medium_y_positive_003__000004,sample_000365_original.png,0.730369,strong_positive,original,medium_y_positive_003,4,frame_000004.png
366,medium_y_positive_003__000004,sample_000366_mirrored.png,-0.730369,strong_negative,horizontal_reflection,medium_y_positive_003,4,frame_000004.png
367,recovery_y_positive_005__000032,sample_000367_original.png,0.061882,medium_positive,original,recovery_y_positive_005,32,frame_000032.png
368,recovery_y_positive_005__000032,sample_000368_mirrored.png,-0.061882,medium_negative,horizontal_reflection,recovery_y_positive_005,32,frame_000032.png
369,recovery_y_positive_005__000005,sample_000369_original.png,1.0,strong_positive,original,recovery_y_positive_005,5,frame_000005.png
370,recovery_y_positive_005__000005,sample_000370_mirrored.png,-1.0,strong_negative,horizontal_reflection,recovery_y_positive_005,5,frame_000005.png
371,run_20260720_210122__000172,sample_000371_original.png,0.016526,centre,original,run_20260720_210122,172,frame_000172.png
372,run_20260720_210122__000172,sample_000372_mirrored.png,-0.016526,centre,horizontal_reflection,run_20260720_210122,172,frame_000172.png
373,medium_y_negative_003__000032,sample_000373_original.png,-0.092793,medium_negative,original,medium_y_negative_003,32,frame_000032.png
374,medium_y_negative_003__000032,sample_000374_mirrored.png,0.092793,medium_positive,horizontal_reflection,medium_y_negative_003,32,frame_000032.png
375,run_20260720_210122__000410,sample_000375_original.png,0.014171,centre,original,run_20260720_210122,410,frame_000410.png
376,run_20260720_210122__000410,sample_000376_mirrored.png,-0.014171,centre,horizontal_reflection,run_20260720_210122,410,frame_000410.png
377,recovery_y_negative_005__000031,sample_000377_original.png,-0.151702,strong_negative,original,recovery_y_negative_005,31,frame_000031.png
378,recovery_y_negative_005__000031,sample_000378_mirrored.png,0.151702,strong_positive,horizontal_reflection,recovery_y_negative_005,31,frame_000031.png
379,medium_y_negative_003__000026,sample_000379_original.png,-0.127838,medium_negative,original,medium_y_negative_003,26,frame_000026.png
380,medium_y_negative_003__000026,sample_000380_mirrored.png,0.127838,medium_positive,horizontal_reflection,medium_y_negative_003,26,frame_000026.png
381,run_20260720_210122__000108,sample_000381_original.png,-0.029968,centre,original,run_20260720_210122,108,frame_000108.png
382,run_20260720_210122__000108,sample_000382_mirrored.png,0.029968,centre,horizontal_reflection,run_20260720_210122,108,frame_000108.png
383,run_20260720_210122__000459,sample_000383_original.png,-0.01831,centre,original,run_20260720_210122,459,frame_000459.png
384,run_20260720_210122__000459,sample_000384_mirrored.png,0.01831,centre,horizontal_reflection,run_20260720_210122,459,frame_000459.png
385,recovery_y_negative_005__000036,sample_000385_original.png,-0.097192,medium_negative,original,recovery_y_negative_005,36,frame_000036.png
386,recovery_y_negative_005__000036,sample_000386_mirrored.png,0.097192,medium_positive,horizontal_reflection,recovery_y_negative_005,36,frame_000036.png
387,run_20260720_210122__000460,sample_000387_original.png,-0.001224,centre,original,run_20260720_210122,460,frame_000460.png
388,run_20260720_210122__000460,sample_000388_mirrored.png,0.001224,centre,horizontal_reflection,run_20260720_210122,460,frame_000460.png
389,run_20260720_210122__000061,sample_000389_original.png,-0.03043,centre,original,run_20260720_210122,61,frame_000061.png
390,run_20260720_210122__000061,sample_000390_mirrored.png,0.03043,centre,horizontal_reflection,run_20260720_210122,61,frame_000061.png
391,recovery_y_positive_005__000036,sample_000391_original.png,0.035755,centre,original,recovery_y_positive_005,36,frame_000036.png
392,recovery_y_positive_005__000036,sample_000392_mirrored.png,-0.035755,centre,horizontal_reflection,recovery_y_positive_005,36,frame_000036.png
393,run_20260720_210122__000341,sample_000393_original.png,0.024132,centre,original,run_20260720_210122,341,frame_000341.png
394,run_20260720_210122__000341,sample_000394_mirrored.png,-0.024132,centre,horizontal_reflection,run_20260720_210122,341,frame_000341.png
395,medium_y_negative_003__000011,sample_000395_original.png,-0.294503,strong_negative,original,medium_y_negative_003,11,frame_000011.png
396,medium_y_negative_003__000011,sample_000396_mirrored.png,0.294503,strong_positive,horizontal_reflection,medium_y_negative_003,11,frame_000011.png
397,run_20260720_210122__000162,sample_000397_original.png,0.015067,centre,original,run_20260720_210122,162,frame_000162.png
398,run_20260720_210122__000162,sample_000398_mirrored.png,-0.015067,centre,horizontal_reflection,run_20260720_210122,162,frame_000162.png
399,medium_y_positive_003__000011,sample_000399_original.png,0.19557,strong_positive,original,medium_y_positive_003,11,frame_000011.png
400,medium_y_positive_003__000011,sample_000400_mirrored.png,-0.19557,strong_negative,horizontal_reflection,medium_y_positive_003,11,frame_000011.png
401,medium_y_negative_003__000001,sample_000401_original.png,-1.0,strong_negative,original,medium_y_negative_003,1,frame_000001.png
402,medium_y_negative_003__000001,sample_000402_mirrored.png,1.0,strong_positive,horizontal_reflection,medium_y_negative_003,1,frame_000001.png
403,run_20260720_210122__000275,sample_000403_original.png,0.03,centre,original,run_20260720_210122,275,frame_000275.png
404,run_20260720_210122__000275,sample_000404_mirrored.png,-0.03,centre,horizontal_reflection,run_20260720_210122,275,frame_000275.png
405,run_20260720_210122__000097,sample_000405_original.png,-0.027132,centre,original,run_20260720_210122,97,frame_000097.png
406,run_20260720_210122__000097,sample_000406_mirrored.png,0.027132,centre,horizontal_reflection,run_20260720_210122,97,frame_000097.png
407,medium_y_negative_003__000062,sample_000407_original.png,-0.008808,centre,original,medium_y_negative_003,62,frame_000062.png
408,medium_y_negative_003__000062,sample_000408_mirrored.png,0.008808,centre,horizontal_reflection,medium_y_negative_003,62,frame_000062.png
409,run_20260720_210122__000003,sample_000409_original.png,-0.081352,medium_negative,original,run_20260720_210122,3,frame_000003.png
410,run_20260720_210122__000003,sample_000410_mirrored.png,0.081352,medium_positive,horizontal_reflection,run_20260720_210122,3,frame_000003.png
411,run_20260720_210122__000388,sample_000411_original.png,0.037499,centre,original,run_20260720_210122,388,frame_000388.png
412,run_20260720_210122__000388,sample_000412_mirrored.png,-0.037499,centre,horizontal_reflection,run_20260720_210122,388,frame_000388.png
413,recovery_y_negative_005__000034,sample_000413_original.png,-0.118405,medium_negative,original,recovery_y_negative_005,34,frame_000034.png
414,recovery_y_negative_005__000034,sample_000414_mirrored.png,0.118405,medium_positive,horizontal_reflection,recovery_y_negative_005,34,frame_000034.png
415,run_20260720_210122__000420,sample_000415_original.png,0.007352,centre,original,run_20260720_210122,420,frame_000420.png
416,run_20260720_210122__000420,sample_000416_mirrored.png,-0.007352,centre,horizontal_reflection,run_20260720_210122,420,frame_000420.png
417,run_20260720_210122__000091,sample_000417_original.png,-0.039712,centre,original,run_20260720_210122,91,frame_000091.png
418,run_20260720_210122__000091,sample_000418_mirrored.png,0.039712,centre,horizontal_reflection,run_20260720_210122,91,frame_000091.png
419,recovery_y_positive_005__000020,sample_000419_original.png,0.205152,strong_positive,original,recovery_y_positive_005,20,frame_000020.png
420,recovery_y_positive_005__000020,sample_000420_mirrored.png,-0.205152,strong_negative,horizontal_reflection,recovery_y_positive_005,20,frame_000020.png
421,recovery_y_negative_005__000039,sample_000421_original.png,-0.086402,medium_negative,original,recovery_y_negative_005,39,frame_000039.png
422,recovery_y_negative_005__000039,sample_000422_mirrored.png,0.086402,medium_positive,horizontal_reflection,recovery_y_negative_005,39,frame_000039.png
423,run_20260720_210122__000147,sample_000423_original.png,0.008957,centre,original,run_20260720_210122,147,frame_000147.png
424,run_20260720_210122__000147,sample_000424_mirrored.png,-0.008957,centre,horizontal_reflection,run_20260720_210122,147,frame_000147.png
425,recovery_y_negative_005__000092,sample_000425_original.png,0.038261,centre,original,recovery_y_negative_005,92,frame_000092.png
426,recovery_y_negative_005__000092,sample_000426_mirrored.png,-0.038261,centre,horizontal_reflection,recovery_y_negative_005,92,frame_000092.png
427,medium_y_positive_003__000038,sample_000427_original.png,0.001835,centre,original,medium_y_positive_003,38,frame_000038.png
428,medium_y_positive_003__000038,sample_000428_mirrored.png,-0.001835,centre,horizontal_reflection,medium_y_positive_003,38,frame_000038.png
429,medium_y_positive_003__000002,sample_000429_original.png,0.742728,strong_positive,original,medium_y_positive_003,2,frame_000002.png
430,medium_y_positive_003__000002,sample_000430_mirrored.png,-0.742728,strong_negative,horizontal_reflection,medium_y_positive_003,2,frame_000002.png
431,recovery_y_positive_005__000086,sample_000431_original.png,-0.092286,medium_negative,original,recovery_y_positive_005,86,frame_000086.png
432,recovery_y_positive_005__000086,sample_000432_mirrored.png,0.092286,medium_positive,horizontal_reflection,recovery_y_positive_005,86,frame_000086.png
433,medium_y_negative_003__000059,sample_000433_original.png,-0.000323,centre,original,medium_y_negative_003,59,frame_000059.png
434,medium_y_negative_003__000059,sample_000434_mirrored.png,0.000323,centre,horizontal_reflection,medium_y_negative_003,59,frame_000059.png
435,recovery_y_positive_005__000023,sample_000435_original.png,0.160934,strong_positive,original,recovery_y_positive_005,23,frame_000023.png
436,recovery_y_positive_005__000023,sample_000436_mirrored.png,-0.160934,strong_negative,horizontal_reflection,recovery_y_positive_005,23,frame_000023.png
437,recovery_y_negative_005__000002,sample_000437_original.png,-1.0,strong_negative,original,recovery_y_negative_005,2,frame_000002.png
438,recovery_y_negative_005__000002,sample_000438_mirrored.png,1.0,strong_positive,horizontal_reflection,recovery_y_negative_005,2,frame_000002.png
439,recovery_y_positive_005__000044,sample_000439_original.png,-0.007301,centre,original,recovery_y_positive_005,44,frame_000044.png
440,recovery_y_positive_005__000044,sample_000440_mirrored.png,0.007301,centre,horizontal_reflection,recovery_y_positive_005,44,frame_000044.png
441,recovery_y_negative_005__000026,sample_000441_original.png,-0.188432,strong_negative,original,recovery_y_negative_005,26,frame_000026.png
442,recovery_y_negative_005__000026,sample_000442_mirrored.png,0.188432,strong_positive,horizontal_reflection,recovery_y_negative_005,26,frame_000026.png
443,medium_y_negative_003__000058,sample_000443_original.png,-0.013782,centre,original,medium_y_negative_003,58,frame_000058.png
444,medium_y_negative_003__000058,sample_000444_mirrored.png,0.013782,centre,horizontal_reflection,medium_y_negative_003,58,frame_000058.png
445,run_20260720_210122__000089,sample_000445_original.png,-0.039669,centre,original,run_20260720_210122,89,frame_000089.png
446,run_20260720_210122__000089,sample_000446_mirrored.png,0.039669,centre,horizontal_reflection,run_20260720_210122,89,frame_000089.png
447,medium_y_positive_003__000008,sample_000447_original.png,0.30156,strong_positive,original,medium_y_positive_003,8,frame_000008.png
448,medium_y_positive_003__000008,sample_000448_mirrored.png,-0.30156,strong_negative,horizontal_reflection,medium_y_positive_003,8,frame_000008.png
